,Provinsi (PDRB),Pengeluaran Konsumsi Rumah Tangga Triwulan I,Pengeluaran Konsumsi Rumah Tangga Triwulan II,Pengeluaran Konsumsi Rumah Tangga Triwulan III,Pengeluaran Konsumsi Rumah Tangga Triwulan IV,Pengeluaran Konsumsi Rumah Tangga Tahunan,Pengeluaran Konsumsi LNPRT Triwulan I,Pengeluaran Konsumsi LNPRT Triwulan II,Pengeluaran Konsumsi LNPRT Triwulan III,Pengeluaran Konsumsi LNPRT Triwulan IV,Pengeluaran Konsumsi LNPRT Tahunan,Pengeluaran Konsumsi Pemerintah Triwulan I,Pengeluaran Konsumsi Pemerintah Triwulan II,Pengeluaran Konsumsi Pemerintah Triwulan III,Pengeluaran Konsumsi Pemerintah Triwulan IV,Pengeluaran Konsumsi Pemerintah Tahunan,Pembentukan Modal Tetap Bruto Triwulan I,Pembentukan Modal Tetap Bruto Triwulan II,Pembentukan Modal Tetap Bruto Triwulan III,Pembentukan Modal Tetap Bruto Triwulan IV,Pembentukan Modal Tetap Bruto Tahunan,Perubahan Inventori Triwulan I,Perubahan Inventori Triwulan II,Perubahan Inventori Triwulan III,Perubahan Inventori Triwulan IV,Perubahan Inventori Tahunan,Net Ekspor Triwulan I,Net Ekspor Triwulan II,Net Ekspor Triwulan III,Net Ekspor Triwulan IV,Net Ekspor Tahunan,PDRB Triwulan I,PDRB Triwulan II,PDRB Triwulan III,PDRB Triwulan IV,PDRB Tahunan,Tahun
288,BANTEN,71057.69,73254.94,74595.67,75515.59,294423.89,611.13,630.69,636.6,662.97,2541.39,4667.23,5548.56,5862.45,8538.24,24616.49,41055.97,42378.42,43657.89,46145.87,173238.15,74.01,86.1,-160.87,66.5,65.74,16956.85,17255.48,18997.97,15501.73,68712.03,134422.88,139154.2,143589.72,146430.91,563597.7,2017
289,BALI,25043.13,25454.98,25728.46,25926.36,102152.93,601.26,615.64,647.64,715.88,2580.41,3448.95,5186.47,5904.89,8063.28,22603.58,15204.93,15632.57,15957.63,16497.93,63293.06,156.87,156.78,168.72,168.66,651.03,5910.5,5577.4,6730.94,3536.0,21754.84,50365.63,52623.85,55138.28,54908.1,213035.86,2017
290,NUSA TENGGARA BARAT,18426.56,18751.93,18761.39,18914.35,74854.23,431.76,450.78,460.49,467.73,1810.76,4404.17,4621.89,4358.74,5833.62,19218.41,10023.01,10479.91,11120.48,12203.03,43826.44,239.4,248.12,250.98,255.24,993.75,-5536.05,-4405.78,-445.7,-6493.3,-16880.83,27988.86,30146.85,34506.38,31180.67,123822.76,2017
291,NUSA TENGGARA TIMUR,15649.75,16442.15,16647.73,17967.92,66707.54,655.7,719.99,747.81,797.01,2920.51,3679.61,6088.3,8035.07,7951.36,25754.33,9388.49,10001.91,11506.36,12686.66,43583.43,101.62,148.66,164.5,156.25,571.03,-8541.01,-11187.13,-13505.52,-15544.27,-48777.92,20934.16,22213.88,23595.95,24014.93,90758.93,2017
292,KALIMANTAN BARAT,23444.73,23856.88,24413.3,25088.07,96802.98,481.8,496.36,522.68,546.11,2046.94,4506.66,5080.67,5237.12,5769.31,20593.76,14243.57,14294.91,15497.38,15787.45,59823.31,-544.17,-1634.78,223.04,-342.42,-2298.33,803.21,363.5,-240.49,-401.21,525.0,42935.81,42457.53,45653.03,46447.29,177493.65,2017
293,KALIMANTAN TENGAH,12796.36,12971.39,13103.9,13312.21,52183.86,385.28,413.72,423.42,432.11,1654.52,3928.14,4220.46,4470.41,4664.85,17283.86,12644.56,13358.7,13974.97,14706.09,54684.33,458.8,533.91,502.21,635.17,2130.08,678.1,-1100.89,-680.42,-1016.36,-2119.57,30891.24,30397.29,31794.49,32734.06,125817.07,2017
294,KALIMANTAN SELATAN,18041.03,18553.09,18874.93,19085.92,74554.96,365.56,389.9,403.04,408.79,1567.29,3612.64,4948.54,5160.76,6037.03,19758.97,8547.87,8904.5,9396.38,9713.3,36562.05,436.09,-57.46,-63.9,44.39,359.12,5510.82,6923.97,8189.39,5677.98,26302.16,36514.01,39662.55,41960.59,40967.41,159104.55,2017
295,KALIMANTAN TIMUR,23622.04,24052.65,24507.16,24625.46,96807.32,644.33,670.48,644.58,670.17,2629.57,3387.17,5474.35,4712.42,8022.85,21596.79,36049.56,36216.6,39805.35,42431.72,154503.23,518.74,503.42,416.71,319.05,1757.93,81121.07,78747.21,78327.24,76413.12,314608.65,145342.93,145664.72,148413.47,152482.37,591903.49,2017
296,KALIMANTAN UTARA,3401.17,3490.72,3406.48,3449.22,13747.6,149.28,160.74,151.16,153.98,615.16,924.91,1600.0,1639.91,2020.0,6184.83,6321.17,6168.42,6509.81,6927.93,25927.32,100.67,99.51,90.44,74.61,365.23,7525.92,7260.41,7567.02,7734.07,30087.42,18423.13,18779.8,19364.82,20359.81,76927.57,2017
297,SULAWESI UTARA,11557.42,12092.67,12547.83,13167.06,49364.99,524.84,557.39,576.31,604.13,2262.67,4139.72,4486.49,4938.26,5469.27,19033.74,8187.11,9157.13,10092.54,10985.02,38421.81,2.4,2.28,2.63,2.38,9.7,427.55,358.77,21.17,216.33,1023.83,24839.05,26654.74,28178.74,30444.2,110116.73,2017
298,SULAWESI TENGAH,15929.96,16424.43,16866.91,17219.38,66440.68,577.18,606.31,615.44,624.57,2423.51,2655.25,4242.92,5404.45,5242.62,17545.24,12111.33,13464.19,14077.56,15404.58,55057.65,596.62,611.52,626.42,641.32,2475.88,-634.22,-1784.12,-3636.56,-3936.91,-9991.81,31236.12,33565.26,33954.21,35195.56,133951.16,2017
299,SULAWESI SELATAN,53973.07,55917.76,57222.53,58291.19,225404.55,1227.89,1271.22,1285.93,1324.67,5109.72,5869.61,9414.2,9790.29,14319.08,39393.17,36278.96,38712.06,40480.32,41775.15,157246.49,972.29,474.57,1428.86,-1054.72,1821.01,-1250.25,-2839.19,-725.32,-8571.99,-13386.74,97071.58,102950.62,109482.61,106083.39,415588.2,2017
300,SULAWESI TENGGARA,12658.91,13221.87,13769.82,13647.13,53297.73,262.08,274.23,284.0,279.47,1099.78,3214.14,4007.45,4163.48,4511.98,15897.05,9867.04,10208.31,10853.13,11748.99,42677.47,280.75,373.61,316.33,378.24,1348.93,-1717.7,-1499.26,-1704.77,-1975.8,-6897.52,24565.23,26586.21,27681.99,28590.03,107423.45,2017
301,GORONTALO,5074.88,5262.65,5426.55,5469.85,21233.93,58.19,60.65,62.36,65.27,246.47,1406.47,2010.28,2032.43,2354.97,7804.16,2429.6,2501.56,2603.66,2773.98,10308.81,386.04,154.52,162.14,84.75,787.45,-976.33,-1631.19,-1363.39,-1872.22,-5843.13,8378.85,8358.47,8923.76,8876.6,34537.68,2017
302,SULAWESI BARAT,4808.14,5089.91,5195.49,5295.27,20388.81,70.86,72.75,76.57,76.32,296.5,1013.42,1617.13,2185.07,2526.65,7342.27,2744.25,2913.46,3067.15,3189.05,11913.91,21.56,124.48,-75.58,21.87,92.33,430.75,-319.63,-339.27,-308.27,-536.42,9088.98,9498.11,10109.43,10800.88,39497.41,2017
303,MALUKU,6728.05,7014.66,7305.36,7608.61,28656.67,222.65,226.98,233.47,242.97,926.07,3498.88,3725.56,4058.3,4355.35,15638.09,2813.01,2937.82,3114.68,3405.07,12270.58,51.0,52.08,53.92,55.6,212.6,-3738.36,-4129.82,-4695.07,-5259.21,-17822.47,9575.24,9827.27,10070.66,10408.37,39881.55,2017
304,MALUKU UTARA,4433.39,4571.04,4624.59,4730.61,18359.62,91.37,94.11,95.95,102.11,383.53,2084.16,2310.42,2460.58,3038.38,9893.54,1857.72,2261.09,2478.81,3362.21,9959.84,-70.61,391.81,-393.03,-53.6,-125.42,-749.3,-1705.35,-1009.48,-2734.39,-6198.53,7646.73,7923.11,8257.42,8445.31,32272.57,2017
305,PAPUA BARAT,4880.52,4973.41,5226.7,5403.0,20483.63,175.49,177.87,176.81,183.43,713.6,3387.9,3532.43,3793.72,4179.69,14893.74,3528.68,3682.81,3748.3,4037.51,14997.31,994.05,895.48,950.48,924.33,3764.35,4351.18,3522.12,4326.04,4733.97,16933.31,17317.82,16784.12,18222.05,19461.93,71785.93,2017
306,PAPUA BARAT DAYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
307,PAPUA,20841.56,21820.98,22333.12,22907.87,87903.53,837.39,864.91,912.83,1054.89,3670.02,8560.43,8978.7,9618.81,11652.6,38810.54,13506.75,13761.24,14118.85,15156.36,56543.2,654.13,-2598.95,2310.61,-7413.2,-7047.41,-5254.29,282.71,926.39,13103.4,9058.2,39145.98,43109.58,50220.6,56461.91,188938.08,2017
308,PAPUA SELATAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
309,PAPUA TENGAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
310,PAPUA PEGUNUNGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017
311,TOTAL,1827176.77,1878263.69,1921929.83,1952408.74,7579779.03,38964.95,40258.38,40666.65,42086.43,161976.4,206482.94,292398.77,313750.12,435718.99,1248350.82,1023505.47,1062229.86,1126438.02,1182971.01,4395144.37,106775.27,16263.72,47689.43,-19090.74,151637.67,75669.26,99699.55,78618.56,-49465.41,204521.96,3278574.66,3389113.96,3529092.61,3544629.02,13741410.25,2017
312,ACEH,24097.51,24042.18,24581.55,24332.76,97053.99,757.42,786.68,877.94,876.77,3298.81,2816.05,9849.17,9430.82,13326.98,35423.02,13082.17,12788.67,14192.81,15503.98,55567.63,29.04,-6.66,-16.78,-6.09,-0.48,-3652.74,-8629.72,-9304.83,-13844.71,-35432.0,37129.45,38830.32,39761.52,40189.69,155910.98,2018
313,SUMATERA UTARA,95875.17,98117.12,100642.41,102788.12,397422.81,1590.93,1744.96,1793.41,1819.03,6948.33,12099.43,13751.85,14698.88,15748.6,56298.77,54668.98,56990.2,61503.38,59856.53,233019.08,2859.39,3138.41,3225.91,1888.81,11112.53,11190.19,9001.88,7318.0,9035.83,36545.91,178284.09,182744.43,189181.99,191136.92,741347.43,2018
314,SUMATERA BARAT,29644.13,30317.69,31088.17,31581.96,122631.95,580.08,613.81,623.68,635.5,2453.08,4949.13,6692.02,7383.63,9969.22,28994.01,16425.84,16684.94,17336.53,18254.24,68701.55,-137.05,-213.05,658.53,-64.69,243.74,3739.9,3073.67,1423.68,-894.35,7342.9,55202.03,57169.09,58514.22,59481.88,230367.22,2018
315,RIAU,66135.91,68545.59,68644.0,69615.24,272940.74,925.27,968.98,987.02,987.2,3868.46,6201.39,6816.79,7268.98,7446.68,27733.83,61488.18,62052.49,62622.96,63931.05,250094.68,1628.57,1538.41,2491.78,975.45,6634.21,43268.51,47309.57,52504.0,47909.06,190991.13,179647.83,187231.82,194518.74,190864.67,752263.07,2018
316,JAMBI,21594.28,22189.1,22566.25,22974.86,89324.49,259.22,279.55,285.49,300.49,1124.74,2123.74,4264.07,4307.48,6272.98,16968.27,10101.91,10327.48,11056.51,11718.97,43204.87,309.85,402.14,780.25,-908.76,583.48,15183.21,13939.1,13563.61,13986.92,56672.84,49572.21,51401.44,52559.59,54345.45,207878.69,2018
317,SUMATERA SELATAN,66827.96,69226.62,70243.89,71472.6,277771.06,1469.69,1564.15,1605.9,1718.41,6358.15,6235.76,7454.36,7880.45,10889.71,32460.27,37871.33,39674.76,39810.25,40278.21,157634.55,40.97,353.31,-799.41,-567.42,-972.55,-12984.05,-14092.57,-9496.37,-17286.34,-53859.32,99461.66,104180.62,109244.71,106505.16,419392.16,2018
318,BENGKULU,10214.09,10498.99,10690.98,10788.88,42192.93,392.91,398.65,401.59,410.94,1604.09,2844.08,3217.85,3292.11,3697.16,13051.2,6243.86,6525.97,6905.08,7794.54,27469.46,287.2,275.76,248.97,-396.42,415.51,-3978.61,-4568.41,-4749.18,-5034.0,-18330.2,16003.53,16348.81,16789.55,17261.1,66402.99,2018
319,LAMPUNG,48164.86,50158.28,50726.5,51666.94,200716.58,1310.55,1380.84,1392.13,1420.03,5503.54,4752.68,6429.46,7180.39,9514.0,27876.52,24928.4,26424.17,27271.49,30399.76,109023.82,483.99,527.07,274.32,370.79,1656.17,589.13,-631.33,769.75,-13058.1,-12330.55,80229.6,84288.48,87614.58,80313.41,332446.07,2018
320,KEP. BANGKA BELITUNG,10593.01,10930.45,11257.55,11387.08,44168.09,124.82,130.98,133.61,137.99,527.4,1837.62,2059.59,2066.12,2102.52,8065.84,4831.26,4964.86,5151.61,5347.6,20295.32,315.66,21.83,-12.13,199.3,524.66,74.15,362.98,37.3,-942.46,-468.03,17776.51,18470.68,18634.06,18232.02,73113.28,2018
321,KEP. RIAU,24201.46,24803.08,24812.49,25443.47,99260.51,150.94,154.01,156.74,160.71,622.41,1798.94,3211.63,3889.53,5832.59,14732.69,26261.04,26753.71,27964.51,28131.55,109110.82,231.32,-126.53,596.25,-118.82,582.21,6580.3,6183.51,5757.38,5992.42,24513.61,59223.99,60979.42,63176.9,65441.91,248822.23,2018
322,DKI JAKARTA,379331.3,390115.62,397353.54,405164.0,1571964.45,12721.93,13004.0,13276.52,13777.59,52780.03,46291.65,77904.01,75316.65,154959.11,354471.42,241131.91,244759.78,265927.6,268341.18,1020160.48,55056.66,-19535.83,15764.01,-2482.87,48801.97,-117089.81,-67161.27,-103898.64,-167422.08,-455571.79,617443.64,639086.31,663739.68,672336.94,2592606.57,2018
323,JAWA BARAT,308741.21,317331.5,323918.69,328287.49,1278278.9,3006.93,3201.91,3251.51,3293.3,12753.65,15457.55,27903.91,29206.56,40367.04,112935.06,113526.21,119623.54,127139.31,135538.09,495827.14,17904.41,18001.89,18147.54,17965.76,72019.6,9363.62,2985.84,833.89,-24370.03,-11186.68,467999.92,489048.58,502497.51,501081.64,1960627.65,2018
324,JAWA TENGAH,185073.58,190090.81,193482.97,196161.02,764808.38,3418.1,3630.25,3650.76,3792.75,14491.86,15359.53,21718.93,23846.89,37791.82,98717.17,93577.05,101073.57,108660.22,110438.31,413749.15,7616.85,6894.75,8103.91,-5413.92,17201.59,-109.98,-7573.86,-10795.13,-22228.02,-40706.99,304935.12,315834.45,326949.63,320541.96,1268261.17,2018
325,DI YOGYAKARTA,20956.56,21705.53,21875.65,22215.46,86753.2,953.58,977.8,1036.71,1126.95,4095.05,4414.93,4862.35,5257.33,6847.5,21382.11,9090.31,9804.4,11001.27,13293.7,43189.68,654.16,677.26,-30.67,136.12,1436.87,-4863.76,-6568.25,-5626.07,-9980.47,-27038.55,31205.77,31459.09,33514.22,33639.28,129818.36,2018
326,JAWA TIMUR,308936.88,326925.21,330357.12,332171.29,1298390.49,6111.6,6492.95,6622.62,6484.82,25711.99,21276.57,29726.98,33841.81,36145.71,120991.07,145258.35,150893.03,160386.34,164092.61,620630.33,6447.61,6853.68,11453.95,3638.24,28393.47,33441.28,23109.32,25808.01,12290.38,94648.99,521472.29,544001.17,568469.84,554823.04,2188766.35,2018
327,BANTEN,77076.78,79912.67,81874.0,82924.82,321788.26,670.8,694.46,708.33,729.68,2803.27,5090.72,6226.48,6649.09,9609.96,27576.24,45523.03,47099.37,48571.38,51775.78,192969.56,71.02,81.01,-63.05,12.18,101.16,18348.95,16912.85,18790.98,14513.14,68565.92,146781.3,150926.83,156530.74,159565.55,613804.41,2018
328,BALI,26785.65,27734.95,28443.05,28798.79,111762.44,664.76,679.51,697.73,722.03,2764.03,3918.72,5961.66,6888.36,7762.7,24531.44,16834.92,17286.38,18447.79,19367.02,71936.11,172.74,174.94,176.79,166.79,691.27,7062.58,5721.07,5327.75,3840.08,21951.48,55439.37,57558.52,59981.46,60657.42,233636.77,2018
329,NUSA TENGGARA BARAT,19319.59,19663.42,19850.0,20280.01,79113.03,479.3,499.82,542.19,546.31,2067.61,4416.73,4884.02,4792.25,5664.21,19757.22,11044.05,11526.6,11580.2,13093.06,47243.91,271.92,206.74,203.34,199.92,881.91,-5824.73,-5378.23,-5956.09,-8036.62,-25195.67,29706.86,31402.38,31011.9,31746.88,123868.02,2018
330,NUSA TENGGARA TIMUR,17130.32,17581.76,17676.02,18866.34,71254.44,802.11,824.55,814.04,846.22,3286.92,4190.48,6492.25,8805.25,9610.53,29098.51,10335.98,11049.04,12878.2,13202.69,47465.92,158.7,233.96,248.82,242.66,884.14,-9729.82,-11958.25,-14702.16,-16669.52,-53059.74,22887.76,24223.32,25720.17,26098.93,98930.19,2018
331,KALIMANTAN BARAT,25113.45,25379.46,25934.73,26510.82,102938.46,552.73,592.8,594.24,627.35,2367.12,4417.88,5339.03,6041.32,6507.95,22306.18,14799.57,15515.41,16704.73,16596.6,63616.32,-546.43,-482.19,508.8,241.92,-277.91,2529.19,115.13,109.68,434.05,3188.05,46866.39,46459.64,49893.5,50918.69,194138.22,2018
332,KALIMANTAN TENGAH,13650.2,13927.07,14227.69,14510.91,56315.88,441.29,483.64,502.96,507.7,1935.58,4237.73,4370.28,4884.63,5245.47,18738.12,14075.18,14741.77,15495.37,16067.7,60380.01,453.37,484.54,363.4,461.93,1763.24,921.56,-390.92,-326.6,-720.73,-516.69,33779.32,33616.38,35147.45,36072.98,138616.13,2018
333,KALIMANTAN SELATAN,19351.39,20127.72,20397.54,20590.84,80467.49,412.89,430.27,438.97,464.67,1746.8,3805.24,5469.7,5511.95,6461.67,21248.56,9290.08,9808.0,10453.09,11250.32,40801.49,363.33,642.62,-136.84,342.6,1211.71,6421.29,6218.44,8900.74,4667.53,26208.0,39644.22,42696.75,45565.46,43777.62,171684.06,2018
334,KALIMANTAN TIMUR,25078.71,25609.43,25956.16,25939.9,102584.2,721.0,735.55,748.5,753.15,2958.2,3564.44,5636.95,5728.04,8831.18,23760.62,39540.55,43960.4,42641.2,47332.64,173474.79,354.49,382.08,445.64,431.74,1613.95,85767.98,79679.59,85254.48,80404.88,331106.93,155027.17,156004.0,160774.01,163693.5,635498.68,2018
335,KALIMANTAN UTARA,3506.71,3603.75,3690.27,3807.31,14608.03,154.54,155.29,161.89,170.03,641.74,1007.12,1742.91,1670.59,2175.29,6595.91,7019.6,6727.86,6980.16,7419.54,28147.16,66.8,71.71,76.88,78.81,294.2,8604.05,8486.53,8970.42,9200.89,35261.9,20358.83,20788.05,21550.2,22851.87,85548.94,2018
336,SULAWESI UTARA,12537.99,13073.8,13136.03,13992.24,52740.06,601.25,645.1,636.1,680.64,2563.1,4505.12,5106.77,5637.23,5897.41,21146.54,9170.15,9948.29,11314.74,12109.26,42542.44,2.02,1.99,1.93,1.85,7.8,293.76,110.29,-205.6,314.31,512.75,27110.29,28886.24,30520.43,32995.72,119512.68,2018
337,SULAWESI TENGAH,17363.5,18386.33,19045.3,18181.31,72976.45,640.99,666.23,691.48,896.72,2895.42,2470.81,4717.99,4779.71,5967.51,17936.01,13362.86,14096.56,14715.39,16194.21,58369.02,2037.46,1504.0,1785.36,309.45,5636.27,3158.84,1790.27,1890.26,2483.22,9322.59,39034.47,41161.39,42907.49,44032.42,167135.77,2018
338,SULAWESI SELATAN,59910.03,62008.51,64083.15,65145.82,251147.5,1564.35,1592.96,1443.01,1545.14,6145.46,6691.3,10584.58,11433.01,16118.62,44827.51,40283.55,42164.0,43749.31,45746.84,171943.7,1233.02,749.34,578.37,-1131.97,1428.76,-1902.31,-1540.79,715.46,-10990.56,-13718.2,107779.93,115558.6,122002.31,116433.89,461774.74,2018
339,SULAWESI TENGGARA,13833.08,14511.92,15016.9,14905.18,58267.07,287.38,305.68,311.74,314.55,1219.35,3372.39,4490.01,4624.53,4916.85,17403.78,10649.75,11504.05,12094.29,12654.33,46902.41,368.79,-286.3,237.71,-147.56,172.64,-1505.93,-1350.26,-1654.55,-1387.92,-5898.65,27005.47,29175.1,30630.62,31255.43,118066.61,2018
340,GORONTALO,5533.57,5780.65,5924.09,5995.96,23234.27,66.57,68.95,69.07,69.82,274.4,1480.99,2125.83,2218.23,2420.74,8245.79,2617.74,2675.67,2809.76,2940.31,11043.47,405.04,177.92,191.12,95.56,869.64,-948.18,-1605.61,-1592.36,-1790.05,-5936.2,9155.72,9223.42,9619.91,9732.34,37731.39,2018
341,SULAWESI BARAT,5389.18,5551.56,5581.07,5624.59,22146.4,75.08,78.27,81.32,84.15,318.81,963.59,1749.08,2480.97,2708.86,7902.51,2935.41,3165.44,3306.59,3421.59,12829.04,23.15,188.93,194.03,33.19,439.3,564.41,-60.1,-344.03,-338.51,-178.23,9950.83,10673.18,11299.95,11533.88,43457.83,2018
342,MALUKU,7056.95,7344.17,7641.53,8053.93,30096.58,240.78,252.92,258.06,263.45,1015.21,3596.97,3861.02,4163.45,4461.77,16083.21,3276.93,3438.96,3578.76,3728.11,14022.77,59.57,61.41,63.23,65.11,249.31,-3953.09,-4368.07,-4781.15,-5317.68,-18420.0,10278.12,10590.41,10923.88,11254.69,43047.09,2018
343,MALUKU UTARA,4758.0,5015.42,5040.88,5182.31,19996.62,103.97,114.46,116.03,124.72,459.18,2228.26,2647.32,2729.52,3580.7,11185.8,1645.84,1814.91,2366.63,4167.65,9995.03,30.83,67.1,138.35,192.69,428.97,-264.65,-726.44,-974.13,-3631.59,-5596.8,8502.25,8932.78,9417.29,9616.48,36468.79,2018
344,PAPUA BARAT,5299.47,5526.78,5692.49,5994.51,22513.25,179.32,192.08,194.25,214.3,779.95,3504.93,3711.09,3973.47,4224.06,15413.56,3726.59,3987.63,4067.42,4455.47,16237.11,-156.45,267.51,591.17,140.75,842.98,6350.45,5911.78,5976.17,5619.33,23857.73,18904.32,19596.87,20494.98,20648.41,79644.58,2018
345,PAPUA BARAT DAYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
346,PAPUA,22685.0,24580.29,24846.26,25998.77,98110.32,985.58,1005.5,1006.53,1099.52,4097.14,8757.45,9874.3,10061.99,12165.87,40859.62,14128.51,15275.71,16298.16,18136.36,63838.75,-4026.98,884.24,-1803.12,2113.62,-2832.24,7914.22,3400.23,5017.97,-9805.43,6526.99,50443.79,55020.27,55427.8,49708.72,210600.57,2018
347,PAPUA SELATAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
348,PAPUA TENGAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
349,PAPUA PEGUNUNGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018
350,TOTAL,1981767.48,2050317.4,2086298.93,2117355.53,8235739.34,43418.65,45347.55,46112.08,47602.59,182480.87,220679.9,320854.25,337941.23,485243.01,1364718.39,1128747.07,1175127.66,1244983.05,1292579.79,4841437.57,95071.03,24213.99,64688.35,19066.73,203040.1,104559.93,97707.98,74562.66,-123057.13,153773.43,3574244.06,3713568.83,3854586.29,3838790.52,14981189.7,2018
351,ACEH,24890.26,25916.47,26352.47,26135.29,103294.5,942.71,951.77,889.18,896.61,3680.27,4892.81,9878.69,10154.14,13195.78,38121.41,13912.55,13991.84,15866.42,16929.49,60700.3,-16.45,24.49,1.08,6.01,15.13,-5793.31,-9892.59,-11621.92,-14340.81,-41648.63,38828.57,40870.66,41641.37,42822.38,164162.98,2019
352,SUMATERA UTARA,103179.95,105912.13,109582.95,110451.73,429126.76,1950.87,1960.66,1874.7,1883.21,7669.43,12800.2,14353.31,14720.34,15543.33,57417.18,60140.38,60817.66,62616.31,63083.35,246657.7,2588.81,2820.31,2875.65,3203.9,11488.68,11129.31,11333.51,12308.14,12478.25,47249.2,191789.52,197197.58,203978.09,206643.77,799608.95,2019
353,SUMATERA BARAT,31829.49,33663.32,34232.37,34092.14,133817.33,678.13,709.45,710.5,708.07,2806.16,5084.78,7734.14,7577.51,10544.92,30941.35,17631.51,18237.59,18725.12,19457.1,74051.31,70.38,-73.08,70.07,29.5,96.87,3431.86,988.2,1483.63,-1666.97,4236.72,58726.14,61259.63,62799.2,63164.76,245949.74,2019
354,RIAU,69697.65,72159.83,71730.55,71354.49,284942.52,1074.97,1278.85,1105.24,1115.22,4574.29,6636.02,7206.85,8563.61,9047.56,31454.03,64043.23,64905.0,64583.24,70323.34,263854.81,1558.85,1501.5,2393.69,1239.01,6693.04,42257.24,41322.02,41528.12,43621.44,168728.82,185267.97,188374.05,189904.44,196701.06,760247.51,2019
355,JAMBI,23067.09,23900.38,24712.15,24663.91,96343.53,321.42,333.94,309.08,306.5,1270.94,2210.24,4558.59,4985.06,6492.89,18246.78,10430.83,11240.0,11927.36,12256.94,45855.12,1097.29,1233.19,-1360.09,657.52,1627.91,15459.29,13014.64,13631.09,11478.4,53583.42,52586.17,54280.74,54204.65,55856.15,216927.71,2019
356,SUMATERA SELATAN,72215.66,74116.32,75204.59,75368.41,296904.98,1771.31,1855.04,1813.75,1800.9,7240.99,5057.85,8412.16,9082.09,14134.77,36686.87,37186.37,40014.49,40975.52,41976.33,160152.72,-229.73,-525.94,1134.42,-1110.13,-731.37,-8148.02,-10923.91,-10544.68,-17234.87,-46851.48,107853.44,112948.17,117665.69,114935.42,453402.71,2019
357,BENGKULU,11006.9,11371.69,11556.1,11624.43,45559.12,452.0,478.26,453.97,426.32,1810.55,3054.39,3477.5,3523.18,3825.27,13880.34,7019.44,7156.73,7369.37,8138.14,29683.67,196.96,941.54,617.53,-274.08,1481.95,-4230.06,-5526.4,-5278.89,-5282.05,-20317.4,17499.64,17899.32,18241.26,18458.03,72098.24,2019
358,LAMPUNG,52693.85,55139.51,56080.48,56444.33,220358.17,1484.8,1559.98,1575.9,1537.14,6157.82,5075.86,6865.56,7542.82,9787.76,29272.0,27303.57,29646.71,30546.31,31910.93,119407.52,553.35,315.04,-105.09,-385.38,377.92,-635.75,-2682.66,-1968.59,-13609.62,-18896.62,86475.68,90844.14,93671.84,85685.16,356676.83,2019
359,KEP. BANGKA BELITUNG,11627.77,11991.79,12246.72,12309.5,48175.79,142.99,149.29,151.58,154.29,598.15,1452.18,2389.2,2267.02,2593.75,8702.15,5336.92,5494.31,5592.95,5711.07,22135.27,64.99,239.17,252.44,75.79,632.4,-550.38,-1186.94,-1193.93,-1517.53,-4448.79,18074.47,19076.82,19316.79,19326.88,75794.96,2019
360,KEP. RIAU,25914.18,26705.18,26922.34,27386.73,106928.43,171.45,177.13,169.08,166.94,684.6,1956.56,3397.92,3401.55,6374.62,15130.65,27361.3,29153.44,29114.71,31394.06,117023.5,353.91,652.26,166.57,425.8,1598.54,9009.11,6001.8,7413.88,3840.97,26265.75,64766.5,66087.73,67188.14,69589.11,267631.48,2019
361,DKI JAKARTA,412824.42,427617.83,435371.18,444470.65,1720284.08,15179.73,15751.28,14898.24,14993.56,60822.82,69052.16,101471.36,73167.92,116575.91,360267.35,256920.93,250628.35,267498.89,275588.83,1050637.01,-6767.47,-5019.51,11363.29,4410.18,3986.49,-70858.36,-95301.45,-84114.36,-130087.43,-380361.59,676351.42,695147.86,718185.17,725951.71,2815636.16,2019
362,JAWA BARAT,334001.58,345234.66,353277.1,355248.93,1387762.27,3379.12,3510.33,3354.89,3385.54,13629.89,16281.71,29563.65,30996.52,40607.07,117448.94,124759.99,129638.65,134127.2,142838.78,531364.62,18076.06,18122.9,18885.07,18206.72,73290.76,12361.25,8575.34,3487.42,-24766.78,-342.76,508859.7,534645.53,544128.21,535520.27,2123153.71,2019
363,JAWA TENGAH,198652.02,205112.29,206664.28,211519.52,821948.12,3990.34,4207.04,4050.13,4195.7,16443.22,16355.99,23432.38,25742.32,37678.83,103209.52,105187.98,109879.7,118134.02,115149.89,448351.59,8490.08,5243.22,4538.5,-6909.61,11362.2,-4887.47,-8074.99,-8620.88,-18771.16,-40354.51,327788.95,339799.64,350508.38,342863.17,1360960.13,2019
